"資料集名稱","檔案格式","下載連結","資料集類型","資料集描述","主要欄位說明","資料集提供機關","更新頻率" ,"授權方式","授權說明網址","計費方式","編碼格式","資料集提供機關聯絡人","資料集提供機關聯絡人電話","備註"
"住宅地震險累積責任額(財團法人住宅地震保險基金)","csv","http://www.treif.org.tw/contents/B_financial/csv/%E4%BD%8F%E5%AE%85%E5%9C%B0%E9%9C%87%E9%9A%AA%E7%B4%AF%E7%A9%8D%E8%B2%AC%E4%BB%BB%E9%A1%8D%E5%8F%8A%E6%8A%95%E4%BF%9D%E7%8E%87.csv","rawData","住宅地震險累積責任額(財團法人住宅地震保險基金)","地區、累積責任額、保單件數","金融監督管理委員會保險局","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","葉小姐","02-23963000~362",""
"臺灣省參議會大事記","csv","http://new.tpa.gov.tw/export/sites/tpa/files/openData/15b.zip","rawData","省參議會時期大事記","發生日期、大事記內容","臺灣省諮議會","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8","李小姐","04-23311321",""
"期貨每日交易行情","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=DailyMarketReportFut","rawData","提供期貨每日交易行情資料(臺灣期貨交易所)","交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,*未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"選擇權每日交易行情","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=DailyMarketReportOpt","rawData","提供選擇權每日交易行情資料(臺灣期貨交易所)","交易日期 ,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"選擇權每日Delta值","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=DailyOptionsDelta","rawData","提供期貨選擇權每日Delta參考值(臺灣期貨交易所)","商品,買賣權,到期月份(週別),履約價格,Delta值","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"臺指選擇權Put/Call比","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=PutCallRatio","rawData","提供臺指選擇權Put/Call比率(臺灣期貨交易所)","日期,賣權成交量,買權成交量,買賣權成交量比率%,賣權未平倉量,買權未平倉量,買賣權未平倉量比率%","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"鉅額交易逐筆撮合之單式委託成交","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=BlockTradeContinuousMatchingSingleOrder","rawData","提供期貨市場每日鉅額交易逐筆撮合之單式委託成交統計資料(臺灣期貨交易所)","交易日期,契約,到期月份(週別),履約價格,買/賣權,成交價格,成交數量","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"鉅額交易逐筆撮合之組合式委託成交","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=BlockTradeContinuousMatchingCombinationOrder","rawData","提供期貨市場每日鉅額交易逐筆撮合之組合式委託成交統計資料(臺灣期貨交易所)","組合式序號,日期,契約數
組合式序號,子序號,契約,到期月份(週別),履約價格,買/賣權,成交價格,成交數量","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"期貨大額交易人未沖銷部位資料","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=OpenInterestOfLargeTradersFutures","rawData","提供期貨市場期貨商品每日大額交易人未沖銷部位資料(臺灣期貨交易所)","日期,商品(契約),商品名稱(契約名稱),到期月份(週別),交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"選擇權大額交易人未沖銷部位資料","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=OpenInterestOfLargeTradersOptions","rawData","提供期貨市場選擇權商品每日大額交易人未沖銷部位資料(臺灣期貨交易所)","日期,商品(契約),商品名稱(契約名稱),買賣權,到期月份(週別),交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"每日外幣參考匯率","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=DailyForeignExchangeRates","rawData","提供每日外幣參考匯率(臺灣期貨交易所)","日期,美元／新台幣,歐元／美元,美元／日幣,英鎊／美元,澳幣／美元,美元／港幣,美元／人民幣,美元／南非幣","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"股票期貨/選擇權契約調整資訊","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=SingleStockFuturesAndOptionsContractAdjustment","rawData","提供股票期貨/選擇權契約調整資料(臺灣期貨交易所)","商品代號,標的證券,股票代號,現金股利(減資退還現金) 元/股,股票股利股/股,契約調整類別,契約調整日","金融監督管理委員會證券期貨局","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"股票期貨契約調整開盤參考價","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=SingleStockFuturesContractReferredOpeningPrice","rawData","提供股票期貨契約調整開盤參考價(臺灣期貨交易所)","開盤參考價日期,股票代號,商品名稱,商品代號,月份,開盤參考價","金融監督管理委員會證券期貨局","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"期交所期貨暨選擇權商品相關費用表","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=FuturesAndOptionsFeeSchedule","rawData","提供期貨暨選擇權商品相關費用資料(臺灣期貨交易所)","商品,交易經手費,結算手續費,交割手續費,期貨交易稅率","金融監督管理委員會證券期貨局","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"到期契約履約交割","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=SettledPositionsOfContractsOnExpirationDate","rawData","提供到期契約履約交割資料(臺灣期貨交易所)","最後結算日,契約月份,商品名稱,商品代號,買方到期部位數,賣方到期部位數","金融監督管理委員會證券期貨局","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"保證金一覽表-利率類","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=InterestRateFuturesMargining","rawData","期貨保證金一覽表-利率類(臺灣期貨交易所)","商品別,結算保證金,維持保證金,原始保證金","金融監督管理委員會證券期貨局","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"保證金一覽表-商品類","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=GoldFuturesAndOptionsMargining","rawData","期貨保證金一覽表-商品類(臺灣期貨交易所)","商品別,結算保證金,維持保證金,原始保證金","金融監督管理委員會證券期貨局","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"有價證券保證金之可抵繳標的-公債","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=AcceptableCollateralGovernmentBonds","rawData","提供期貨市場有價證券保證金之可抵繳標的-公債(臺灣期貨交易所)","日期,公債代號,公債名稱,交易幣別","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"臺指選擇權波動率指數以CBOE新VIX指數編製公式計算者當月每分鐘之臺指選擇權波動率指數(TEXT)","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=TAIEXOptionsVixNew","rawData","提供臺指選擇權波動率指數以CBOE(新)VIX指數編製公式計算者當月每分鐘之臺指選擇權波動率指數(臺灣期貨交易所)","交易日期,時間(時/分/秒/毫秒),臺指選擇權波動率指數","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"臺指選擇權波動率指數以CBOE舊VIX指數編製公式計算者當月每分鐘之臺指選擇權波動率指數(TEXT)","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=TAIEXOptionsVixOld","rawData","提供臺指選擇權波動率指數以CBOE(舊)VIX指數編製公式計算者當月每分鐘之臺指選擇權波動率指數(臺灣期貨交易所)","交易日期,時間(時/分/秒/毫秒),臺指選擇權波動率指數","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"期貨商交易量日報表－期貨","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=Daily_FUT","rawData","提供期貨商交易量統計(日)報表－期貨(臺灣期貨交易所)","期貨商,期貨商名稱,日期,商品代號","金融監督管理委員會證券期貨局","每日","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"期貨商交易量週報表－期貨","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=Weekly_FUT","rawData","提供期貨商交易量統計(週)報表－期貨(臺灣期貨交易所)","期貨商,期貨商名稱,週區間,商品代號","金融監督管理委員會證券期貨局","每週","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
"期貨商交易量月報表－期貨","csv","http://www.taifex.com.tw/data_gov/taifex_open_data.asp?data_name=Monthly_FUT","rawData","提供期貨商交易量統計(月)報表－期貨(臺灣期貨交易所)","期貨商,期貨商名稱,年月,商品代號","金融監督管理委員會證券期貨局","每月","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Big-5","張先生","02-23663362",""
